Experiment,Exp_Genotype,Vial Number,Genotype,Replicate,Treatment,Wolbachia,Date,Day,Time,Media,Pupae,Experimenter,Observations
fDEV011,fDEV011_461,48,461,2,EtOH,1,9/4/2019,20,1530,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_461,48,461,2,EtOH,1,9/1/2019,17,1600,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_461,48,461,2,EtOH,1,9/9/2019,25,1630,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_461,48,461,2,EtOH,1,9/2/2019,18,1640,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_461,48,461,2,EtOH,1,9/8/2019,24,1645,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_461,48,461,2,EtOH,1,9/5/2019,21,1710,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_461,48,461,2,EtOH,1,8/22/2019,7,1500,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_461,48,461,2,EtOH,1,8/23/2019,8,1500,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_491,199,491,2,EtOH,0,8/26/2019,11,1300,Lee Group CT + antibiotics,0,KH,
fDEV011,fDEV011_491,199,491,2,EtOH,0,8/31/2019,16,1330,Lee Group CT + antibiotics,0,KH,
fDEV011,fDEV011_491,199,491,2,EtOH,0,9/7/2019,23,1345,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_491,199,491,2,EtOH,0,8/21/2019,6,1400,Lee Group CT + antibiotics,0,JS,
fDEV011,fDEV011_491,199,491,2,EtOH,0,8/27/2019,12,1400,Lee Group CT + antibiotics,0,JS,
fDEV011,fDEV011_491,199,491,2,EtOH,0,9/6/2019,22,1400,Lee Group CT + antibiotics,0,SZ,
fDEV011,fDEV011_491,199,491,2,EtOH,0,8/30/2019,15,1500,Lee Group CT + antibiotics,0,JS,
fDEV011,fDEV011_491,199,491,2,EtOH,0,9/3/2019,19,1520,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_491,199,491,2,EtOH,0,8/28/2019,13,1530,Lee Group CT + antibiotics,0,KH,
fDEV011,fDEV011_491,199,491,2,EtOH,0,9/4/2019,20,1530,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_491,199,491,2,EtOH,0,9/1/2019,17,1600,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_491,199,491,2,EtOH,0,9/9/2019,25,1630,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_491,199,491,2,EtOH,0,9/2/2019,18,1640,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_491,199,491,2,EtOH,0,9/8/2019,24,1645,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_491,199,491,2,EtOH,0,9/5/2019,21,1710,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_491,199,491,2,EtOH,0,8/29/1029,14,1800,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_502,131,502,2,EtOH,0,8/31/2019,16,1330,Lee Group CT + antibiotics,0,KH,
fDEV011,fDEV011_502,131,502,2,EtOH,0,9/7/2019,23,1345,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_502,131,502,2,EtOH,0,8/21/2019,6,1400,Lee Group CT + antibiotics,0,JS,
fDEV011,fDEV011_502,131,502,2,EtOH,0,9/6/2019,22,1400,Lee Group CT + antibiotics,0,SZ,
fDEV011,fDEV011_502,131,502,2,EtOH,0,8/30/2019,15,1500,Lee Group CT + antibiotics,0,JS,
fDEV011,fDEV011_502,131,502,2,EtOH,0,9/3/2019,19,1520,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_502,131,502,2,EtOH,0,8/28/2019,13,1530,Lee Group CT + antibiotics,0,KH,
fDEV011,fDEV011_502,131,502,2,EtOH,0,9/4/2019,20,1530,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_502,131,502,2,EtOH,0,9/1/2019,17,1600,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_502,131,502,2,EtOH,0,9/9/2019,25,1630,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_502,131,502,2,EtOH,0,9/2/2019,18,1640,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_502,131,502,2,EtOH,0,9/8/2019,24,1645,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_502,131,502,2,EtOH,0,9/5/2019,21,1710,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_502,131,502,2,EtOH,0,8/29/1029,14,1800,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_502,131,502,2,EtOH,0,8/22/2019,7,1500,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_502,131,502,2,EtOH,0,8/23/2019,8,1500,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_517,207,517,2,EtOH,0,8/26/2019,11,1300,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_517,207,517,2,EtOH,0,8/31/2019,16,1330,Lee Group CT + antibiotics,0,KH,
fDEV011,fDEV011_517,207,517,2,EtOH,0,9/7/2019,23,1345,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_517,207,517,2,EtOH,0,8/21/2019,6,1400,Lee Group CT + antibiotics,0,JS,
fDEV011,fDEV011_517,207,517,2,EtOH,0,8/27/2019,12,1400,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_517,207,517,2,EtOH,0,9/6/2019,22,1400,Lee Group CT + antibiotics,0,SZ,
fDEV011,fDEV011_517,207,517,2,EtOH,0,8/30/2019,15,1500,Lee Group CT + antibiotics,0,JS,
fDEV011,fDEV011_517,207,517,2,EtOH,0,9/3/2019,19,1520,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_517,207,517,2,EtOH,0,8/28/2019,13,1530,Lee Group CT + antibiotics,0,KH,
fDEV011,fDEV011_517,207,517,2,EtOH,0,9/4/2019,20,1530,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_517,207,517,2,EtOH,0,9/1/2019,17,1600,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_517,207,517,2,EtOH,0,9/9/2019,25,1630,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_517,207,517,2,EtOH,0,9/2/2019,18,1640,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_517,207,517,2,EtOH,0,9/8/2019,24,1645,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_517,207,517,2,EtOH,0,9/5/2019,21,1710,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_517,207,517,2,EtOH,0,8/29/1029,14,1800,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_530,217,530,2,EtOH,1,8/26/2019,11,1300,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_530,217,530,2,EtOH,1,8/31/2019,16,1330,Lee Group CT + antibiotics,0,KH,
fDEV011,fDEV011_530,217,530,2,EtOH,1,9/7/2019,23,1345,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_530,217,530,2,EtOH,1,8/21/2019,6,1400,Lee Group CT + antibiotics,0,JS,
fDEV011,fDEV011_530,217,530,2,EtOH,1,8/27/2019,12,1400,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_530,217,530,2,EtOH,1,9/6/2019,22,1400,Lee Group CT + antibiotics,0,SZ,
fDEV011,fDEV011_530,217,530,2,EtOH,1,8/30/2019,15,1500,Lee Group CT + antibiotics,0,JS,
fDEV011,fDEV011_530,217,530,2,EtOH,1,9/3/2019,19,1520,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_530,217,530,2,EtOH,1,8/28/2019,13,1530,Lee Group CT + antibiotics,0,KH,
fDEV011,fDEV011_530,217,530,2,EtOH,1,9/4/2019,20,1530,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_530,217,530,2,EtOH,1,9/1/2019,17,1600,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_530,217,530,2,EtOH,1,9/9/2019,25,1630,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_530,217,530,2,EtOH,1,9/2/2019,18,1640,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_530,217,530,2,EtOH,1,9/8/2019,24,1645,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_530,217,530,2,EtOH,1,9/5/2019,21,1710,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_530,217,530,2,EtOH,1,8/29/1029,14,1800,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_530,217,530,2,EtOH,1,8/22/2019,7,1500,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_535,248,535,2,EtOH,1,8/31/2019,16,1330,Lee Group CT + antibiotics,0,KH,
fDEV011,fDEV011_535,248,535,2,EtOH,1,9/7/2019,23,1345,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_535,248,535,2,EtOH,1,8/21/2019,6,1400,Lee Group CT + antibiotics,0,JS,
fDEV011,fDEV011_535,248,535,2,EtOH,1,9/6/2019,22,1400,Lee Group CT + antibiotics,0,SZ,
fDEV011,fDEV011_535,248,535,2,EtOH,1,8/30/2019,15,1500,Lee Group CT + antibiotics,0,JS,
fDEV011,fDEV011_535,248,535,2,EtOH,1,9/3/2019,19,1520,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_535,248,535,2,EtOH,1,8/28/2019,13,1530,Lee Group CT + antibiotics,0,KH,
fDEV011,fDEV011_535,248,535,2,EtOH,1,9/4/2019,20,1530,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_535,248,535,2,EtOH,1,9/1/2019,17,1600,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_535,248,535,2,EtOH,1,9/9/2019,25,1630,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_535,248,535,2,EtOH,1,9/2/2019,18,1640,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_535,248,535,2,EtOH,1,9/8/2019,24,1645,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_535,248,535,2,EtOH,1,9/5/2019,21,1710,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_535,248,535,2,EtOH,1,8/29/1029,14,1800,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_535,248,535,2,EtOH,1,8/22/2019,7,1500,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_535,248,535,2,EtOH,1,8/23/2019,8,1500,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_551,211,551,2,EtOH,1,8/31/2019,16,1330,Lee Group CT + antibiotics,0,KH,
fDEV011,fDEV011_551,211,551,2,EtOH,1,9/7/2019,23,1345,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_551,211,551,2,EtOH,1,8/21/2019,6,1400,Lee Group CT + antibiotics,0,JS,
fDEV011,fDEV011_551,211,551,2,EtOH,1,8/27/2019,12,1400,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_551,211,551,2,EtOH,1,9/6/2019,22,1400,Lee Group CT + antibiotics,0,SZ,
fDEV011,fDEV011_551,211,551,2,EtOH,1,8/30/2019,15,1500,Lee Group CT + antibiotics,0,JS,
fDEV011,fDEV011_551,211,551,2,EtOH,1,9/3/2019,19,1520,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_551,211,551,2,EtOH,1,8/28/2019,13,1530,Lee Group CT + antibiotics,0,KH,
fDEV011,fDEV011_551,211,551,2,EtOH,1,9/4/2019,20,1530,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_551,211,551,2,EtOH,1,9/1/2019,17,1600,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_551,211,551,2,EtOH,1,9/9/2019,25,1630,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_551,211,551,2,EtOH,1,9/2/2019,18,1640,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_551,211,551,2,EtOH,1,9/8/2019,24,1645,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_551,211,551,2,EtOH,1,9/5/2019,21,1710,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_551,211,551,2,EtOH,1,8/29/1029,14,1800,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_551,211,551,2,EtOH,1,8/22/2019,7,1500,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_559,191,559,2,EtOH,0,8/31/2019,16,1330,Lee Group CT + antibiotics,0,KH,
fDEV011,fDEV011_559,191,559,2,EtOH,0,9/7/2019,23,1345,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_559,191,559,2,EtOH,0,8/21/2019,6,1400,Lee Group CT + antibiotics,0,JS,
fDEV011,fDEV011_559,191,559,2,EtOH,0,8/27/2019,12,1400,Lee Group CT + antibiotics,0,JS,
fDEV011,fDEV011_559,191,559,2,EtOH,0,9/6/2019,22,1400,Lee Group CT + antibiotics,0,SZ,
fDEV011,fDEV011_559,191,559,2,EtOH,0,8/30/2019,15,1500,Lee Group CT + antibiotics,0,JS,
fDEV011,fDEV011_559,191,559,2,EtOH,0,9/3/2019,19,1520,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_559,191,559,2,EtOH,0,8/28/2019,13,1530,Lee Group CT + antibiotics,0,KH,
fDEV011,fDEV011_559,191,559,2,EtOH,0,9/4/2019,20,1530,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_559,191,559,2,EtOH,0,9/1/2019,17,1600,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_559,191,559,2,EtOH,0,9/9/2019,25,1630,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_559,191,559,2,EtOH,0,9/2/2019,18,1640,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_559,191,559,2,EtOH,0,9/8/2019,24,1645,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_559,191,559,2,EtOH,0,9/5/2019,21,1710,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_566,55,566,2,EtOH,0,8/26/2019,11,1300,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_566,55,566,2,EtOH,0,8/31/2019,16,1330,Lee Group CT + antibiotics,0,KH,
fDEV011,fDEV011_566,55,566,2,EtOH,0,9/7/2019,23,1345,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_566,55,566,2,EtOH,0,8/21/2019,6,1400,Lee Group CT + antibiotics,0,JS,
fDEV011,fDEV011_566,55,566,2,EtOH,0,9/6/2019,22,1400,Lee Group CT + antibiotics,0,SZ,
fDEV011,fDEV011_566,55,566,2,EtOH,0,8/30/2019,15,1500,Lee Group CT + antibiotics,0,JS,
fDEV011,fDEV011_566,55,566,2,EtOH,0,9/3/2019,19,1520,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_566,55,566,2,EtOH,0,8/28/2019,13,1530,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_566,55,566,2,EtOH,0,9/4/2019,20,1530,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_566,55,566,2,EtOH,0,9/1/2019,17,1600,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_566,55,566,2,EtOH,0,9/9/2019,25,1630,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_566,55,566,2,EtOH,0,9/2/2019,18,1640,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_566,55,566,2,EtOH,0,9/8/2019,24,1645,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_566,55,566,2,EtOH,0,9/5/2019,21,1710,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_566,55,566,2,EtOH,0,8/29/1029,14,1800,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_566,55,566,2,EtOH,0,8/22/2019,7,1500,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_566,55,566,2,EtOH,0,8/23/2019,8,1500,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_627,15,627,2,EtOH,0,8/26/2019,11,1300,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_627,15,627,2,EtOH,0,8/31/2019,16,1330,Lee Group CT + antibiotics,0,KH,
fDEV011,fDEV011_627,15,627,2,EtOH,0,9/7/2019,23,1345,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_627,15,627,2,EtOH,0,8/21/2019,6,1400,Lee Group CT + antibiotics,0,JS,
fDEV011,fDEV011_627,15,627,2,EtOH,0,9/6/2019,22,1400,Lee Group CT + antibiotics,0,SZ,
fDEV011,fDEV011_627,15,627,2,EtOH,0,8/30/2019,15,1500,Lee Group CT + antibiotics,0,JS,
fDEV011,fDEV011_627,15,627,2,EtOH,0,9/3/2019,19,1520,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_627,15,627,2,EtOH,0,8/28/2019,13,1530,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_627,15,627,2,EtOH,0,9/4/2019,20,1530,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_627,15,627,2,EtOH,0,9/1/2019,17,1600,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_627,15,627,2,EtOH,0,9/9/2019,25,1630,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_627,15,627,2,EtOH,0,9/2/2019,18,1640,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_627,15,627,2,EtOH,0,9/8/2019,24,1645,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_627,15,627,2,EtOH,0,9/5/2019,21,1710,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_627,15,627,2,EtOH,0,8/22/2019,7,1500,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_634,138,634,2,EtOH,1,8/26/2019,11,1300,Lee Group CT + antibiotics,0,KH,
fDEV011,fDEV011_634,138,634,2,EtOH,1,8/31/2019,16,1330,Lee Group CT + antibiotics,0,KH,
fDEV011,fDEV011_634,138,634,2,EtOH,1,9/7/2019,23,1345,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_634,138,634,2,EtOH,1,8/21/2019,6,1400,Lee Group CT + antibiotics,0,JS,
fDEV011,fDEV011_634,138,634,2,EtOH,1,8/27/2019,12,1400,Lee Group CT + antibiotics,0,JS,
fDEV011,fDEV011_634,138,634,2,EtOH,1,9/6/2019,22,1400,Lee Group CT + antibiotics,0,SZ,
fDEV011,fDEV011_634,138,634,2,EtOH,1,8/30/2019,15,1500,Lee Group CT + antibiotics,0,JS,
fDEV011,fDEV011_634,138,634,2,EtOH,1,9/3/2019,19,1520,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_634,138,634,2,EtOH,1,8/28/2019,13,1530,Lee Group CT + antibiotics,0,KH,
fDEV011,fDEV011_634,138,634,2,EtOH,1,9/4/2019,20,1530,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_634,138,634,2,EtOH,1,9/1/2019,17,1600,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_634,138,634,2,EtOH,1,9/9/2019,25,1630,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_634,138,634,2,EtOH,1,9/2/2019,18,1640,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_634,138,634,2,EtOH,1,9/8/2019,24,1645,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_634,138,634,2,EtOH,1,9/5/2019,21,1710,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_634,138,634,2,EtOH,1,8/25/2019,10,1730,Lee Group CT + antibiotics,0,KH,
fDEV011,fDEV011_634,138,634,2,EtOH,1,8/29/1029,14,1800,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_634,138,634,2,EtOH,1,8/22/2019,7,1500,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_634,138,634,2,EtOH,1,8/23/2019,8,1500,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_712,162,712,2,EtOH,1,8/26/2019,11,1300,Lee Group CT + antibiotics,0,KH,
fDEV011,fDEV011_712,162,712,2,EtOH,1,8/31/2019,16,1330,Lee Group CT + antibiotics,0,KH,
fDEV011,fDEV011_712,162,712,2,EtOH,1,9/7/2019,23,1345,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_712,162,712,2,EtOH,1,8/21/2019,6,1400,Lee Group CT + antibiotics,0,JS,
fDEV011,fDEV011_712,162,712,2,EtOH,1,9/6/2019,22,1400,Lee Group CT + antibiotics,0,SZ,
fDEV011,fDEV011_712,162,712,2,EtOH,1,9/3/2019,19,1520,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_712,162,712,2,EtOH,1,8/28/2019,13,1530,Lee Group CT + antibiotics,0,KH,
fDEV011,fDEV011_712,162,712,2,EtOH,1,9/4/2019,20,1530,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_712,162,712,2,EtOH,1,9/1/2019,17,1600,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_712,162,712,2,EtOH,1,9/9/2019,25,1630,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_712,162,712,2,EtOH,1,9/2/2019,18,1640,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_712,162,712,2,EtOH,1,9/8/2019,24,1645,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_712,162,712,2,EtOH,1,9/5/2019,21,1710,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_712,162,712,2,EtOH,1,8/29/1029,14,1800,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_712,162,712,2,EtOH,1,8/22/2019,7,1500,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_712,162,712,2,EtOH,1,8/23/2019,8,1500,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_Canton-S,107,Canton-S,2,EtOH,0,8/26/2019,11,1300,Lee Group CT + antibiotics,0,KH,
fDEV011,fDEV011_Canton-S,107,Canton-S,2,EtOH,0,8/31/2019,16,1330,Lee Group CT + antibiotics,0,KH,
fDEV011,fDEV011_Canton-S,107,Canton-S,2,EtOH,0,9/7/2019,23,1345,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_Canton-S,107,Canton-S,2,EtOH,0,8/27/2019,12,1400,Lee Group CT + antibiotics,0,JS,
fDEV011,fDEV011_Canton-S,107,Canton-S,2,EtOH,0,9/6/2019,22,1400,Lee Group CT + antibiotics,0,SZ,
fDEV011,fDEV011_Canton-S,107,Canton-S,2,EtOH,0,8/30/2019,15,1500,Lee Group CT + antibiotics,0,JS,
fDEV011,fDEV011_Canton-S,107,Canton-S,2,EtOH,0,9/3/2019,19,1520,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_Canton-S,107,Canton-S,2,EtOH,0,8/28/2019,13,1530,Lee Group CT + antibiotics,0,KH,
fDEV011,fDEV011_Canton-S,107,Canton-S,2,EtOH,0,9/4/2019,20,1530,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_Canton-S,107,Canton-S,2,EtOH,0,9/1/2019,17,1600,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_Canton-S,107,Canton-S,2,EtOH,0,9/9/2019,25,1630,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_Canton-S,107,Canton-S,2,EtOH,0,9/2/2019,18,1640,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_Canton-S,107,Canton-S,2,EtOH,0,9/8/2019,24,1645,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_Canton-S,107,Canton-S,2,EtOH,0,9/5/2019,21,1710,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_Canton-S,107,Canton-S,2,EtOH,0,8/25/2019,10,1730,Lee Group CT + antibiotics,0,KH,
fDEV011,fDEV011_Canton-S,107,Canton-S,2,EtOH,0,8/29/1029,14,1800,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_W1118,229,W1118,2,EtOH,0,8/31/2019,16,1330,Lee Group CT + antibiotics,0,KH,
fDEV011,fDEV011_W1118,229,W1118,2,EtOH,0,9/7/2019,23,1345,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_W1118,229,W1118,2,EtOH,0,8/21/2019,6,1400,Lee Group CT + antibiotics,0,JS,
fDEV011,fDEV011_W1118,229,W1118,2,EtOH,0,8/27/2019,12,1400,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_W1118,229,W1118,2,EtOH,0,9/6/2019,22,1400,Lee Group CT + antibiotics,0,SZ,
fDEV011,fDEV011_W1118,229,W1118,2,EtOH,0,8/30/2019,15,1500,Lee Group CT + antibiotics,0,JS,
fDEV011,fDEV011_W1118,229,W1118,2,EtOH,0,9/3/2019,19,1520,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_W1118,229,W1118,2,EtOH,0,8/28/2019,13,1530,Lee Group CT + antibiotics,0,KH,
fDEV011,fDEV011_W1118,229,W1118,2,EtOH,0,9/4/2019,20,1530,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_W1118,229,W1118,2,EtOH,0,9/1/2019,17,1600,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_W1118,229,W1118,2,EtOH,0,9/9/2019,25,1630,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_W1118,229,W1118,2,EtOH,0,9/2/2019,18,1640,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_W1118,229,W1118,2,EtOH,0,9/8/2019,24,1645,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_W1118,229,W1118,2,EtOH,0,9/5/2019,21,1710,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_W1118,229,W1118,2,EtOH,0,8/25/2019,10,1730,Lee Group CT + antibiotics,0,KH,
fDEV011,fDEV011_W1118,229,W1118,2,EtOH,0,8/29/1029,14,1800,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_45,168,45,3,EtOH,0,8/26/2019,11,1300,Lee Group CT + antibiotics,0,KH,
fDEV011,fDEV011_45,168,45,3,EtOH,0,8/31/2019,16,1330,Lee Group CT + antibiotics,0,KH,
fDEV011,fDEV011_45,168,45,3,EtOH,0,9/7/2019,23,1345,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_45,168,45,3,EtOH,0,8/21/2019,6,1400,Lee Group CT + antibiotics,0,JS,
fDEV011,fDEV011_45,168,45,3,EtOH,0,8/27/2019,12,1400,Lee Group CT + antibiotics,0,JS,
fDEV011,fDEV011_45,168,45,3,EtOH,0,9/6/2019,22,1400,Lee Group CT + antibiotics,0,SZ,
fDEV011,fDEV011_45,168,45,3,EtOH,0,8/30/2019,15,1500,Lee Group CT + antibiotics,0,JS,
fDEV011,fDEV011_45,168,45,3,EtOH,0,9/3/2019,19,1520,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_45,168,45,3,EtOH,0,8/28/2019,13,1530,Lee Group CT + antibiotics,0,KH,
fDEV011,fDEV011_45,168,45,3,EtOH,0,9/4/2019,20,1530,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_45,168,45,3,EtOH,0,9/1/2019,17,1600,Lee Group CT + antibiotics,0,VP,
fDEV011,fDEV011_45,168,45,3,EtOH,0,9/9/2019,25,1630,Lee Group CT + antibiotics,0,MBL,
fDEV011,fDEV011_45,168,45,3,EtOH,0,9/2/2019,18,1640,Lee Group CT + antibiotics,0,MBL,
